-------------------------当前TTI1----------------------------------
Id 距离     平均吞吐量     总比特数
5   69.2315    68.6645      11.456
7   72.2496    67.5391      11.508
8   52.469    62.0782      10.935
10   51.1957    51.8916      8.4
11   33.6155    51.368      8.576
13   66.7533    49.033      8.453
14   33.2415    45.8381      8.384
-------------------------当前TTI172----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.6506      11.445
2   69.6419    63.7858      11.194
3   37.108    65.1245      11.47
5   69.2315    67.0981      11.509
7   72.2496    65.6852      11.557
8   52.469    65.4704      11.031
10   51.1957    52.2024      8.455
11   33.6155    53.4312      8.648
13   66.7533    49.3297      8.505
14   33.2415    43.2543      8.404
-------------------------当前TTI173----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    70.4855      11.523
2   69.6419    63.4072      11.254
3   37.108    64.612      11.53
5   69.2315    66.2883      11.568
7   72.2496    65.5167      11.621
8   52.469    66.4234      11.106
10   51.1957    51.2822      8.498
11   33.6155    52.7881      8.695
13   66.7533    48.5967      8.547
14   33.2415    45.5289      8.47
-------------------------当前TTI174----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.9369      11.588
2   69.6419    64.3665      11.327
3   37.108    64.1508      11.59
5   69.2315    67.1595      11.643
7   72.2496    65.365      11.685
8   52.469    65.6811      11.165
10   51.1957    50.054      8.537
11   33.6155    51.5093      8.735
13   66.7533    48.237      8.592
14   33.2415    48.376      8.544
-------------------------当前TTI175----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.4432      11.653
2   69.6419    65.8299      11.406
3   37.108    63.1357      11.644
5   69.2315    66.4435      11.703
7   72.2496    65.2285      11.749
8   52.469    66.513      11.239
10   51.1957    49.9486      8.586
11   33.6155    50.5584      8.777
13   66.7533    48.4133      8.642
14   33.2415    49.3384      8.602
-------------------------当前TTI176----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.1989      11.71
2   69.6419    66.2469      11.476
3   37.108    64.0221      11.716
5   69.2315    65.5992      11.761
7   72.2496    63.5057      11.797
8   52.469    69.0617      11.331
10   51.1957    49.2537      8.629
11   33.6155    50.6026      8.828
13   66.7533    48.472      8.691
14   33.2415    49.9046      8.657
-------------------------当前TTI177----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.579      11.772
2   69.6419    66.7222      11.547
3   37.108    64.1199      11.781
5   69.2315    65.4393      11.825
7   72.2496    62.9551      11.855
8   52.469    69.7555      11.407
10   51.1957    49.1283      8.677
11   33.6155    49.5423      8.868
13   66.7533    47.8248      8.733
14   33.2415    51.7141      8.725
-------------------------当前TTI178----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.5211      11.839
2   69.6419    67.75      11.624
3   37.108    63.1079      11.835
5   69.2315    64.1954      11.878
7   72.2496    60.8596      11.897
8   52.469    73.18      11.511
10   51.1957    50.1155      8.736
11   33.6155    50.1881      8.924
13   66.7533    48.7423      8.79
14   33.2415    49.1427      8.751
-------------------------当前TTI179----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.169      11.903
2   69.6419    67.075      11.685
3   37.108    64.0971      11.908
5   69.2315    64.2759      11.943
7   72.2496    60.7736      11.957
8   52.469    73.262      11.585
10   51.1957    50.1039      8.786
11   33.6155    50.3693      8.976
13   66.7533    47.8681      8.83
14   33.2415    49.8284      8.807
-------------------------当前TTI180----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.9521      11.958
2   69.6419    67.9675      11.761
3   37.108    64.3874      11.975
5   69.2315    63.3483      11.998
7   72.2496    61.6962      12.027
8   52.469    73.2358      11.658
10   51.1957    50.6935      8.842
11   33.6155    48.6324      9.009
13   66.7533    46.4813      8.864
14   33.2415    52.4456      8.883
-------------------------当前TTI181----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.9569      12.004
2   69.6419    68.8708      11.838
3   37.108    65.4487      12.05
5   69.2315    63.8135      12.066
7   72.2496    62.1266      12.093
8   52.469    72.4122      11.723
10   51.1957    52.2242      8.908
11   33.6155    48.7692      9.059
13   66.7533    45.2332      8.898
14   33.2415    52.001      8.931
-------------------------当前TTI182----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.9612      12.068
2   69.6419    67.1837      11.89
3   37.108    67.1038      12.132
5   69.2315    64.9322      12.141
7   72.2496    63.9139      12.173
8   52.469    69.571      11.767
10   51.1957    50.9018      8.947
11   33.6155    50.8923      9.129
13   66.7533    45.7099      8.948
14   33.2415    50.6009      8.969
-------------------------当前TTI183----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.0651      12.133
2   69.6419    66.6653      11.952
3   37.108    67.5934      12.204
5   69.2315    65.239      12.209
7   72.2496    63.2225      12.23
8   52.469    70.0139      11.841
10   51.1957    49.8116      8.987
11   33.6155    50.7031      9.178
13   66.7533    46.3389      9
14   33.2415    51.2408      9.026
-------------------------当前TTI184----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.5586      12.192
2   69.6419    65.7988      12.01
3   37.108    69.0341      12.286
5   69.2315    65.0151      12.272
7   72.2496    63.8002      12.299
8   52.469    69.7125      11.908
10   51.1957    49.6304      9.035
11   33.6155    49.5328      9.217
13   66.7533    48.105      9.064
14   33.2415    50.7167      9.072
-------------------------当前TTI185----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.2027      12.262
2   69.6419    68.3189      12.101
3   37.108    65.9307      12.324
5   69.2315    64.8136      12.335
7   72.2496    63.1202      12.356
8   52.469    70.5413      11.986
10   51.1957    50.3674      9.092
11   33.6155    50.9795      9.281
13   66.7533    48.5945      9.117
14   33.2415    48.045      9.096
-------------------------当前TTI186----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.5824      12.34
2   69.6419    68.287      12.169
3   37.108    64.5376      12.376
5   69.2315    66.0322      12.412
7   72.2496    63.5082      12.423
8   52.469    68.9872      12.041
10   51.1957    49.1307      9.13
11   33.6155    48.3816      9.306
13   66.7533    47.3351      9.153
14   33.2415    53.1405      9.195
-------------------------当前TTI187----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.9242      12.399
2   69.6419    67.1583      12.226
3   37.108    66.2838      12.458
5   69.2315    67.729      12.495
7   72.2496    65.4574      12.506
8   52.469    65.2885      12.073
10   51.1957    50.5176      9.193
11   33.6155    48.2434      9.353
13   66.7533    47.7016      9.204
14   33.2415    51.4265      9.231
-------------------------当前TTI188----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.7318      12.462
2   69.6419    67.7425      12.299
3   37.108    65.8554      12.52
5   69.2315    65.8561      12.544
7   72.2496    66.4117      12.581
8   52.469    66.1596      12.147
10   51.1957    49.7658      9.236
11   33.6155    48.4191      9.403
13   66.7533    48.4314      9.259
14   33.2415    51.2839      9.281
-------------------------当前TTI189----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.8586      12.518
2   69.6419    68.0683      12.37
3   37.108    66.3699      12.591
5   69.2315    65.2705      12.604
7   72.2496    65.4705      12.638
8   52.469    67.7436      12.229
10   51.1957    50.5892      9.294
11   33.6155    48.2772      9.45
13   66.7533    48.5883      9.309
14   33.2415    50.3555      9.323
-------------------------当前TTI190----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.0727      12.584
2   69.6419    70.3615      12.461
3   37.108    63.9329      12.633
5   69.2315    65.2434      12.669
7   72.2496    65.5234      12.704
8   52.469    67.6692      12.296
10   51.1957    51.7303      9.356
11   33.6155    48.8495      9.504
13   66.7533    48.6295      9.358
14   33.2415    48.6199      9.356
-------------------------当前TTI191----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.7654      12.665
2   69.6419    68.9254      12.517
3   37.108    63.7396      12.695
5   69.2315    65.9191      12.741
7   72.2496    67.4711      12.789
8   52.469    65.0023      12.337
10   51.1957    52.9573      9.42
11   33.6155    50.9646      9.574
13   66.7533    47.5665      9.396
14   33.2415    46.3579      9.382
-------------------------当前TTI192----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.4889      12.718
2   69.6419    67.5329      12.572
3   37.108    66.4656      12.786
5   69.2315    64.9272      12.797
7   72.2496    67.724      12.859
8   52.469    65.8021      12.41
10   51.1957    53.8616      9.482
11   33.6155    52.0681      9.636
13   66.7533    48.1098      9.449
14   33.2415    43.8221      9.403
-------------------------当前TTI193----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.34      12.781
2   69.6419    66.0796      12.625
3   37.108    68.119      12.869
5   69.2315    65.5345      12.868
7   72.2496    68.3516      12.933
8   52.469    64.6219      12.464
10   51.1957    52.7754      9.525
11   33.6155    50.2613      9.67
13   66.7533    48.9988      9.506
14   33.2415    45.8399      9.467
-------------------------当前TTI194----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.006      12.852
2   69.6419    65.4716      12.685
3   37.108    68.1071      12.937
5   69.2315    66.3811      12.942
7   72.2496    69.8164      13.016
8   52.469    62.2597      12.505
10   51.1957    51.2979      9.563
11   33.6155    51.6352      9.734
13   66.7533    49.9989      9.565
14   33.2415    44.8559      9.503
-------------------------当前TTI195----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.6054      12.923
2   69.6419    65.6244      12.752
3   37.108    67.3964      12.998
5   69.2315    66.443      13.009
7   72.2496    69.2348      13.08
8   52.469    62.8337      12.573
10   51.1957    50.9681      9.611
11   33.6155    52.0717      9.79
13   66.7533    48.899      9.604
14   33.2415    45.8703      9.558
-------------------------当前TTI196----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.8449      12.971
2   69.6419    65.062      12.812
3   37.108    69.6568      13.088
5   69.2315    67.3987      13.085
7   72.2496    67.7113      13.134
8   52.469    63.4503      12.642
10   51.1957    50.7713      9.66
11   33.6155    51.7645      9.839
13   66.7533    49.8091      9.662
14   33.2415    45.4833      9.6
-------------------------当前TTI197----------------------------------
